TranslatedRecipeName,TotalTimeInMins
Kashmir Style Bom Chount/Wangan,40
Watermelon Pizza,15
Chilli Roasted Black Eyed Peas ,150
Menthya Dose ,285
Bharwa Lauki ,50
Vermicelli & Oats Kheer,40
Salted Caramel Popcor,30
Mushroom Thoran ,40
Pyaz Kachori Chaat,50
Broccoli Malai Kofta,60
Dahi Wale Tinda Ki Sabzi,30
Bharli Vangi,40
Vazhakkai Podimas  ,35
Fresh Figs Ice Cream,45
Assamese Bilahi Boror Tenga  ,70
Moong Dal Karara,45
Potato Puff Pastry,130
Pizza Flavoured Idli Muffins,30
Baby Potatoes Pulao,45
Rajasthani Kanji Vada,70
Sour Cream Onion Dip,15
Khajur Satori  ,80
Achari Chicken Masala Pasta,40
Corn And Drumstick Leaves Salad,20
Mango Pulusu,45
Karwar Style Dali Thoy,25
Spiced Rajma Pulao,65
Baingan/Eggplant Pakora,90
Malaysian Nasi Lemak Rice,25
Paniyaram Muttai Masala,45
Savory Oatmeal Bowl with Cabbage and Green Peas Stir Fry,30
Kerala Style Cauliflower Kurma ,50
Tofu & Capsicum Paratha  ,60
Kerala Style Chakka Adai,35
Baby Corn Stew,35
Spaghetti Stir Fry,20
Badami Paneer Masala,30
Dahi Wali Singhare Ki Sabzi,40
Paneer Tikka Pulao,50
Bharma Baingan Ki Sabzi,55
No Bake Dragon Fruit Jam Tarts,45
Spinach Banana Muffin,50
Muhammara,25
UP Style Paneer In Mustard Gravy,30
Kara Boondi Kurma,40
Cheesy Pull Apart Bread,150
Kashmiri Kulith Ki Dal,45
Kaju Karela,45
Carrot Poriyal,40
Black And Green Grapes Panna Cotta,120
Palak Gobi Sabzi ,40
Punjabi Black Chickpea Curry,40
Ammini Kozhukattai ,53
Tandoori Chicken Curry,55
Baked Mathri  ,60
Walnut Burfi,25
Chatpata Kabuli Chana Sala,55
Gawarphali Ki Sabzi,25
Thai Veg Papaya Salad  ,35
Mangalorean Kadle Manoli,165
Makhan Bada,70
Pesto Paneer Sandwic,45
Kerala Pumpkin Pachadi  ,40
Baby Potatoes In Tomato Gravy ,50
Eggless Chocolate Chip Cupcakes With Spinach,50
Sprouted Green Gram Kosambari,25
Jackfruit Seed Modak,70
Whole Wheat Masala Papdi  / Kadak Puri,50
Vazaithandu Neer Mor,15
Maharashtrian Aloo Bhujne ,40
"Pesto Pizza  With Sun Dried Tomatoes, Mushrooms, Pineapples And Olive",150
Mini Victoria Sponge Cake,50
Flourless Mud Pie,60
Gujarati Kachariyu,40
Vazhakkai Milagu Kootu,20
Mughlai Bhindi,45
N,425
Gi,65
Classic Pineapple Upsid,115
Palak And Kala Chana Sukhi Sabzi,60
Navratan Korma ,65
Egg and Bread Fried Rice ,30
Spiced Indian Potato Flatbread ,60
Quick And Spicy Bell Pepper Pasta,35
Angoori Rasmalai,90
Pineapple Mawa Delight,75
Mango & Mixed Fruit Popsicle,15
Sajjappa  ,80
Shimla Mirch Ki Launji,20
Spicy Yogurt Chapati/Roti,45
Bread Waffle Pizza,30
Nuchinunde / Nucchina Unde,185
Kerala Style Kappa Ulathiyathu,45
Minced Mutton Spring Rolls,70
Homemade Soft Idli ,500
Paneer Peshawari,40
Maharastrian Bhadang,25
Dry Fruits Meetha Paneer Paratha,60
Aal Ke Kofte ,75
Kathirikai Rasavangi,35
Bharwa Karela ,80
Fennel Infused Mango Sorbet,250
Chilli Garlic Toast,25
Aam Chunda Pickle,40
Vegan Jackfruit Ice Cream  With Coconut Mil,15
5 Grain Greek Yogurt Fruit Parfait,15
Karuveppilai Chicken Fry,55
Ripe Mango Pachadi,20
Ellu Sadam,50
Financiers,50
Spicy Broken Wheat Khichdi With Vegetables,50
Chenna Poda,55
Spinach Rice,50
Apple And Raisin Chutney,30
Aval Puttu,35
Goan Gawar Bhaji,30
Besan Aur Dahi Wali Kacche Kele Ki Sabzi,45
Fusilli Alla Caprese,40
Methi Lachha Paratha,25
Chettinad Style Pepper Mushroom,35
Cabbage Palya,40
Chettinad Sura Meen Kuzhambu  ,60
Cauliflower Au Gratin,75
Sweet Corn And Capsicum Gravy,30
Traditional Christmas Cake,2925
Salted Caramel Ice Cream  With Salted Roasted Almond,45
Broccoli Capsicum Junka,35
Matar Mushroom Curry,50
Ilish Macher Korma,30
Vegetarian Corn Chowder Soup,40
Whole Wheat Orange Honey Cake,55
Instant Granola In A Microwave,5
Carrot Cauliflower Peas Sabzi,25
Bengali Style Basanti Pulao,50
Mexican Green Sauce,10
Dahi Methi Puri,35
Broccoli Mushroom Bean Sprouts Stir Fry,25
Sukh Lu Matar Methi Vegetable,25
Beetroot Hummus,390
Kashmiri Style Tamatar Chaman,30
Summer Salad,15
Karnataka Style Bonda Soup,210
Creamy Spinach & Cheese Bread Toast,30
Homemade Rose Flavoured Ice Cream Cake,540
Rava Fried Prawns,30
Konkani Style Vaingana Kaap,30
Nawabi Paneer Curry,35
Rich Decadent Chocolate Souffle,35
Vegetarian Thai Green Curry,55
Bhindi Raita ,30
Bihari Makhana Aur Matar Sabzi,17
Masala Puri Chaat,30
Malabar Style Erachi Pathiri,55
Buckwheat Corn Dhokla,40
Chammanthi Chutney  ,40
Coriander Potato,40
Classic Cheesecake  With Lemon Curd Made Using Preethi Electric Pressure Cooke,420
Kerala Style Cauliflower Kurma,50
Nolen Gur Panna Cotta  ,280
Kodava Kummu Curry,35
Gajar Amla Raita,18
Dhansak Masala Powder,10
Urad Ki Sukhi Dal ,40
Spicy Pepper Chicken,45
Foxtail Millet Rava Idli ,40
Orange Rasmalai  ,115
Lal Mas Biryani,90
Rajasthani Dal Bati Churma  | Dhaba Style,100
Green Moong Dal And Vegetable Idli,35
Lemon Juice,30
Tawa Paratha,40
Crunchy Ragi And Oats Breakfast Bowl,20
Cabbage Palya ,40
Sambal Spiced Veggie Mee Goreng,55
Peter's Vegetable,90
Guava Empanadas,50
Phalguni Dal,30
Quick & Easy Idli Upma  With Figaro Olive Oi,35
Cantonese Style Dimsums,50
Vegetarian Moussaka with Mushrooms Sauce,60
Malabar Prawn Curry,60
Soba Noodle Salad,15
Masoor Dal Makhni,30
Punjabi Style Black Eyed Beans Curry ,350
Aloo Raswala Sabzi,40
Rajma and Horse Gram Stuffed Paratha,50
Chicken Malai Kebab,50
Gobi Musallam  ,60
Prawns Kuzhambu,35
Urad Dal Vada  ,260
Aval Mixture,40
Punjabi Bhindi Kadhi,45
Adrak Chai,15
Menthe Hittu  ,35
Raw Banana Chivda,45
Banana Butterscotch Cake,55
Stir Fry Green beans and Tofu with Panch Phoron,40
Poha Breakfast Bowl  With Sprouts & Crunchy Peanut,30
Almond and Cashew Nut Mushroom Curry,45
Cabbage Capsicum Sabzi,20
Peri Peri Fish Fingers,35
Velvet Rajma Kebab,55
Goondh Paani,30
Drunken Noodles,35
Sundried Tomato Pesto,10
Dahi Turai Ki Sabzi  ,35
Eggless Carrot Muffins,30
Bitter Gourd Juice,25
Oats Carrot Bell Peppers Mayo Sandwich,35
Murg Badami,95
Tamil Nadu Style Vazha Thandu Thogayal  ,40
Peanut Garlic Chutney Powder,35
Khajur And Pakora Raita,25
Tomato Methi Rice,30
Carrot And Beans Poriyal  For Babies And Toddler,15
Persian Eggplant Stew,55
Vegan Guilt Free Chocolate Espresso Mousse,60
Spicy Dalia Pulao,50
Eggless Cake Pops,60
Tomatoes Stuffed With Mint Mayo And Paneer,50
Gongura Chicken Curry,45
Tomato Gojju ,25
One Pot Chicken Fried Rice,50
Tuvar ni Dal,30
Savory Carrot Olive Spinach Sandwich Spread,40
Paneer I Pizza,90
Spinach Open Toast With Fried Egg,20
Kandathipli And Arisi Thipli Rasam,25
Red Wine Sangria Cocktail,20
Vegetarian Hakka Noodles,50
Paneer Kalimirch ,55
Carrot Fenugreek Leaves Stir Fry ,40
Traditional Shahi Tukda,40
Pineapple Mushroom Tikka  With Tandoori Masal,90
Mushroom Ghee Roast,35
"Stuffed Bread Rolls With Pumpkin, Onion & Cheese",75
Baby Corn Paneer Kathi Roll,40
Green Spinach & Oats Cutlet,50
Spinach Fig & Cherry Tomatoes Salad with Red Wine Vinaigrette,15
Pineapple Lassi,20
Cheese Masala Omelette,25
Sweet Potato And Bitter Gourd Kulambu ,50
Goan Style Black Chickpeas And Cucumber Masala  ,45
Quatre Quart Pound Cake  With Fresh Fig,60
Cheese Crackers,90
Zunka s ,35
Keerai Vadai,170
Chana Dal & Methi Ki Sabzi ,50
Karnataka Style Chicken Saaru,55
Chow Chow Poricha Kootu,45
Lauki Tamatar Ki Sabzi,50
Carrots Coriander Pakora,30
Vegan Gluten Free Banana Bread,100
Onion And Parmesan Toast,20
Tirunelveli Buttermilk Broth,50
Amla Methi Sukhi Sabzi,45
Rise and Ridge Kerat Burj,35
Gingerbread Biscotti,75
Beetroot Salad  with Mixed Greens & Feta Chees,30
Pineapple Chicken Tikka,45
Blueberry Parfait,315
Andhra Style Pappu Charu,46
Mavinakayi Chutney,15
Tawa Paneer Masala ,50
Rajasthani Sev Tamatar Ki Sabzi ,30
Farfalle Garli,40
Varan Bhaat,40
Mixed Vegetable Koora,35
Carrot Peanut Chutney,30
Baked Pumpkin Cream Cheese French Toast,65
Thalassery Chicken Biriyani,80
Mochar Ghonto  ,90
Oatmeal Dosa,50
Pakodi Koora ,60
Sweet And Spicy Thai Style Paneer,55
Coconut Rice Pulao With Coconut Cream,50
Chakolaya  ,50
Broccoli Almond Soup,30
Mangalorean Manoli Bheeja Upkari,30
Shrimp Deviled Eggs,45
Gutti Vankaya,55
Himachal Style Panchkuti Khichdi,50
Kashmiri Kesar Pula,25
Cauliflower And Soya Chunks Sabzi,45
Saffron Mango Ic,255
Sweet Potato & Neem Leaves Vegetable Curry ,50
Potato And Peas Curry  In Coconut Milk Grav,25
Chukku Copy,12
Nutella & Kiwifruit Filled Whole Wheat Crepe,35
Yellow Thai Curry Paste,15
Vendakkai Varuval,40
"Beetroot, Cucumber & Pineapple Juic",15
Gujarati Style Save Tomato Vegetable,15
Kathirikai Rasa Vangi,35
Ajwaini Tomato Okra,40
Jal Jeera,20
Vegetable Tortilla Soup,50
Awadhi Style Zarda Pulao,35
Bread Batata Vada,35
Kolkata Club Style Baked Kachori Aloo,60
Vellarikka Manga Curry,20
Wheat Bikaner Khichdi  ,50
Mexican Style Bunuelos,35
Umm Ali,45
Stuffed Bhindi  With Peanut,50
"Carrot, Roasted Pumpkin Seeds, Granola Savory Parfaits",15
Ginger Garlic Tofu Curry ,45
Broccoli & Cheese Filled Crepe  ,55
Lauki Yakhini ,50
Fried Egg,4
Blueberr,15
Saoji Egg Curry,30
Homemade Apple Pie  With Whole Wheat Pie Crus,70
Spicy Mushroom And Broccoli Stir Fry  Flavored With Tandoori May,45
Dudhi Dhokli Nu Shaak,35
Creamy Stuffed Chicken With Pepper Cilantro Sauce,50
White Bean Pasta,40
Capsicum Masala Gravy ,35
Andhra Style Bobbarlu Vada/ Alsanda Vada,150
Beetroot Poriyal Sabzi  For Babies And Toddlers Over 10 month,15
Chow Chow Kothamli Chutney,40
Haleem Kebab,75
Paneer In Lemon Honey Sauce,75
Andhra Style Corn Vada,50
Baked Paneer Bread Pakora,40
Chettinad Beans & Cauliflower Poriyal,40
Malvani Mutton Curry,25
Chinese 5 spice powder,10
Coffee Ice Cream,500
Udupi Style Mixed Vegetable Sambar  ,50
Paneer Butter Masala,60
Kashmiri Saag,30
Pizza Pinwheels,75
Radish Greens Poriyal  ,30
Goan Lady Fish Curry,40
Khatta Meetha Petha,40
Homemade Chocolate Mousse With Pineapple,520
Urad dal vada,260
Aloo Chana In Mint Coriander Gravy,470
Maharastrian Kairichi Amti,40
Corn and Onion Raita ,30
Garlic Bread With Herb Butter,30
Eggless Paan Cheesecake,45
Grilled Quesadillas  With Chilli Mushroom & Cor,40
Tandoori Paneer Darts Masala,60
Ambe Dal,25
Naked Burrito Bowl,54
Nongu Pal,35
Curd Jantikalu,30
Roasted Peanut & Fried Gram Chikki,55
Green Mango Masoor Dal,30
Mango Tiramisu  With Savoiard,430
Cheesy Bread Pizza  With Roasted Veggie,50
Spicy Tomato Uttapam With Garlic,50
Mexican Style Fresh Rajma Bean & Raw Mango Salad,30
Sabsige Soppu Kootu ,40
Climb Broth  | Two Tamarind Broth | Bearing Coconut Surre,40
Milagu Jeera Sadam,25
Aloo Tamatari ,35
Kiwi Popsicles,380
Coorg Style Kumbala Curry  ,30
Bhagara Peetha,1470
Coriander Chicken Roast,75
Sweet & Spicy Amla Chutney,55
Nariyal Ki Kheer,70
Baked Stuffed Baati With Churma And Panchratna Dal,60
Mexican Cornbread,30
Gujarati Khichu,15
Cucumber Pineapple Raw Mango Salad,15
Chilka Roti  ,20
Potato Stir Fry ,40
Curd Oats,20
Protein Rich Soy Dosa,30
Rice Paper Vegetarian Spring Rolls  ,55
Kerala Style Potatoes In Shallots And Roasted Coconut ,65
Choco Badam Barfi / Choco Almond Fudge,30
Chana dal and fenugreek vegetable,50
Kollu Thogayal  ,15
Khaja  ,70
Himachali Chana Madra  ,550
Herbed Focaccia Bread,120
Plain Dalia,25
Bhagar,45
Thengai Paal Sadam,55
Makki Paneer Pakora,25
Homemade Rice Puttu  | Kerala Matta Rice or Basmati Ric,535
"Italian Open Toast  With Grilled Ham, Cheese & Olive",40
Vegetarian Shami Kebab  ,105
Soya Spring Rolls,70
Medu Vada  ,35
Vazhakkai Poriyal,35
Godhumai Idli  ,60
Coimbatore Style Drumstick Sambar,45
Habshi Halwa,70
Ragi Badam Soup,25
Iranian Berry Pulao  With Caramelized Onion & Cranberr,30
Deviled Eggs  With Mayo And Mustard,30
Strawberry Compote Galette,90
Brinjal Capsicum Sabji,25
Ulva Charu,40
Dudhi Dal Gosht,55
Paneer Darts Momo,50
Beetroot Soft Tart,90
Mixed Vegetable Dry Manchurian,70
Tawa Paneer Masala,50
Sweet Peas Porridge  | Confirmation site Borridg,45
Mediterranean Dajaj Mechwi,50
Delicious Strawberry Tea Cake,70
"Carrot, Sweet Potato, Mushrooms Fritters",40
Vietnamese Rice Paper Rolls,40
Moong Dal Ke Kebab,30
Nanaimo Bars  ,190
Mango Rice,55
Moroccan Chicken Stew  With Sauteed Zucchini & Onion Dressin,65
Sou,80
Dal Chawal/ Paruppu Sada,22
Fish Sukka,35
Kosamalli  ,35
Thai Pineapple Vegetarian Curry,60
Up to Rice Pongal,69
No Onion No Garlic Black Eyed Beans Curry,40
Tomato & Beetroot Soup,30
Kolhapuri Khanda Lasun Masala Spice Mix,40
"Bacon, Caramelised Onions And Cheese Crepes",22
Gujarati Trevti Dal  ,25
Curd Rice  With Mint Flavou,30
Goan Style Patol Bhaji,90
Rajasthani Badi Ki Vegetable,35
Doli Ki Roti  | Classic Sourdough Bread  from Multa,50
Bhuna Murgh,40
Ram Ladoo,230
Carrot Bran Breakfast Muffin,60
Mutton Galouti Kebab,570
Thai Green Curry  With Sweet Potato & Green Bean,50
Sabbakki Rava Idli,55
Cabbage Slaw with Ginger Tahini Dressing,30
Cabbage and Methi Paratha,45
Green Apple Rasam,30
Spicy Goan Mushroom,40
Jal Jeera,10
Nimbu Chunda  ,15
Panchratan Dal Paniyaram,50
Capsicum Chutney ,25
Rajasthani Kachri Puli Vegetable,30
Mixed Vegetable Noodle Cutlet,45
Cabbage & Dal Stuffed Paratha,60
Lemon Rice,30
Cheesy Paneer Masala Curry,65
No Bake Oreo Chocolate Tart,30
Chicken Tikka Masala,60
Bengali Aloo Potol and Dalna,65
Khus And Cucumber Mojito,20
Pizza Margherita,190
Chiba Dhokli,20
Eggless Traditional Christmas Cake,90
Devil Chicken,85
Vanilla Fruit Sauce With Left Over Fruits,30
Pumpkin Coconut Ladoo ,15
Peanut Butter Cookies,35
Thalapakattu Chicken Biryani,50
Creamy Polenta,20
Croissant,165
Open Toast Macaroni,35
Pudalangai Priya,40
Uttarakhand Mooli Thechua,20
Foxtail Millet Nippattu,30
Makhana Moongphali Kadhi With Samvat Rice,45
Hariyali Machali,30
Sweet Potato Tacos With Black Beans And Avocado Cream,50
Healthy Vanilla Chocolate Chip Breakfast Muffins,50
Avarekalu Usli,20
Bharwa Besan Mirch,55
Bengali Aam Chingri,35
Beetroot Soup,60
Apple Pie Ice Cream,150
Savory Melon Salad,25
Baked Cheesy Masala Macaroni,40
Golgappa Chaat,100
Vendaikai ,40
Patta Gobi Sabzi,25
Red Chilli and Tomato Khichdi,15
Methi Matar Pulao,65
Masoor Dal And Palak Khichdi,70
Grilled Hummus Paneer Bhurji Sandwich,30
Udupi Tomato Rasam,55
Sweet Dashami  ,35
Ginger Brandy Cookie,65
Potato Sagu  for Rava Idl,55
Homemade Mysore Pak  | Traditional  Made With Ghe,35
Mushroom and Broccoli Soup,40
Aloo Gobhi Matar Ki Sabzi ,50
Mediterranean Cucumber Salad,20
Mixed Vegetable Spaghetti Pasta,40
Mascarpone Fruit Dessert,280
Nagli Rao Upma,45
Moong Dal Idli & Dosa Batter,480
Rajasthani Pyaaz Ki Kadhi,25
Spicy Chow Mein Noodle Wrap,40
"Spicy Peanut, Black Rice Salad With Mango, Grapes And Avocado",60
Mughlai Aloo Matar Gobi ,35
Baked Cheesy Rigati Pasta  With Roasted Veggie,75
Mediterranean Inspired Spicy Grilled Chicken,45
Spiced Kumbh Pulao,100
Lauki Aloo Sabzi,55
Aloo Beetroot and Baby Corn Mixed Sabzi,30
Schezwan Poha  ,25
Crunchy Asian Vegetable Salad  With Honey Garlic Dressin,15
Murungai Keerai Thanni Saaru,25
South Indian Rice and Lentil Pudding ,45
Batani Gassi,40
Roasted Baby Potatoes,40
Rajasthani Chawla Dhokla,40
Ambode  ,360
Lemon Grass Oats & Almonds Pudding  with Macerated Berrie,260
Village Style Pepper Rasam ,65
Andhra Style Mukkala Pulusu,30
Vegetable Quinoa Patty,40
Cekodok / Pick Up Banana  ,35
Homemade Chocolate Almond Spread,70
Parsi Style Vegetable Dhansak,75
Paneer Butter Masala ,60
Pavlova  With Strawberrie,110
Tofu Peanut Stir Fry,30
Karela Masala Sabzi ,25
Banana Chia Seeds Muesli Muffin,65
Mocha Chingri Manohara  ,65
Kerala Style Chicken Stew,35
Mexican Hot Chocolate,15
Steamed Chicken With Salad,40
Karwar Style Valval  ,35
Aloo Broccoli Sabzi ,40
Goan Style Dhayanche Fov  ,15
Wheat Ladoo With Jaggery,30
Turmeric Latte,20
Guil,55
Cheese Stuffed Mashed Potato Balls  ,30
Plum Panna Shot,15
Dal Shorba,25
Grated Cucumber Raita,5
Garlic Spaghetti with Roasted Red Bell Pepper Sauce  ,30
Shukto,40
Yellow Cucumber Pachadi ,25
Kurukku Kaalan,55
Mixed Beans Salad,365
Oriya Mitha Dali ,60
Sweet Pretzels,70
Mozzarella & Parmesan Stuffed Meat Balls,50
Masoor Dal Aur Rajma Masala,35
Bengali Style Raw Jackfruit Curry,50
"Sweet Corn, Methi & Tomato Rice",45
Paneer Bread Balls,40
Sandah Guri  ,165
Bengali Sita Bhog,190
Warqi Paratha,145
Spinach Mushroom Scrambled Eggs,25
Roasted Colocasia Stir Fry With Ajwain ,40
Ginger Lemon Black Tea,10
Spicy Paneer Frankie,35
Rava Rotti  ,60
No Yeast Thin Crust Veggie Pizza,70
Masoor Moong Phali Ki Dal,45
Macaroni Chaa,30
Savoury Yogurt Parfait,20
Teriyaki Chicken,55
Jimikand ke Kebab  ,60
Karnataka Style Bendekayi Gojj,30
Kodava Kootu Curry,35
Egg Masoor Dal ,45
Thenthuk Soup,40
Matar Ajwain Ki Puri ,60
Broccoli Egg Scramble,35
Lucknowi Murgh Biryani,170
Chicken And Egg Slider  With Cheesy Garlic May,75
Kela Methi Bhajiya,30
Fluffy Corn Muffins,30
Rajma Galouti Kebab,65
Suran Moongphali Curry  ,45
Asian Black Pepper Basa Fish,45
Calcutta Style Chicken Biryani,100
Sprouted Methi & Kachha Aam Salad,25
Assamese Boror Tenga  ,60
Achari Chicken Masala Pasta,40
Quick Prawn Tikka Masala,30
Golden Turmeric Almond Saffron Milk Shot,25
Amritsari Dal,40
Khatti Meethi Tinda Masala,40
Mustard Prawns In Coconut,38
Beetroot Greens Rice,35
Masoor Moong Phali Ki Dal  ,45
Quinoa Veg Soup ,60
Mixed Vegetable Jalfrezi,30
Kaccha Kela Aur Bhindi Ki Sabzi,40
Herbed Potato And Green Olive Salad,40
Peanut Cucumber Salad,15
Dhaba Style Egg Curr,90
Tomato Upma,40
Eggless Pumpkin Cheesecake,70
Oats Ven Pongal ,40
Chicken Galauti Kebab,30
Green Chutney,30
Andhra Style Karivepaku Pachadi  ,20
Aloo Konir Dom  ,45
Sukhi Urad Dal Sabzi,40
Classic Apple Pie  ,40
Raw Mango Cucumber Salad  with Roasted Peanut,20
Creamed Spinach,25
8 Ingredient Sugar Free Granola Parfait,45
Parsi Style Lagan Sara Istew  ,60
Instant Carrot Pickle,30
Tangy Corn Tamatar Bharta,30
Puli Keerai ,30
Palak Kadhi,30
Wheat Grass Rasam,35
Apple And Ginger Cocktail,25
Spicy Moong Dal Ki Goli,55
Matki Kala Chana Salad,15
Blueberry and Lemon Iced Tea,20
Thai Chicken Noodle Soup With Veggies,50
Oriya Kakharu Phula Bhaja  ,55
Goan Mackerel Curry ,30
Black Chana Masala ,40
Delicious Dal Makhani  Without Onion and Garlic ,55
Dahi Suran Ki Kadhi,45
Garlic Kheer ,35
No Bake Mango Yogurt Cheesecake  With Raspberrie,40
Atukula Ladoo,35
Apple Tea Latte,12
Delicious One Pot Butter Chicken Khichdi,35
Punjabi Sabut Moong Ki Dal,40
"Raw Papaya, Apple & Carrot Salad",25
Khatti Meethi Ragi Masala Roti  With Carrot,20
Nutty Chocolate High Fibre Biscuit Cake,30
Cheesy Aloo Paratha ,30
Dahi Gujiya,50
Andhra Style Paruppu Podi,35
No Onion No Garlic Rajasthani Gatte Ki Kadhi,70
Jhurre Jhule Aloo Bhaja,30
Thengai Poornam Kozhukattai & Uppu Kozhukattai,100
Spiced Carrot And Onion Soup,35
Andhra Style Kandi Pachadi ,20
Val Papdi Bhaji,30
Knol Khol Flavored With Asafoetida ,50
Malvani Anda Curry,30
Chargrilled Eggplant Tabbouleh,50
Bengali Aloo Dum,70
Coriander Egg Curry,35
Zucchini And Feta Cheese Bruschetta,25
Masala Chai Kulfi  With Bourbon Chocolate Syru,545
Hummus Flavoured With Garlic,65
Bengali Style Tomato Khejur Er Chaatni ,25
Sindhi Style Doda  ,40
Pineapple Kesari Bhath,40
Masala Couscous Pulao,45
Karnataka Style Mixed Vegetable Pulao,60
Baked Chinese Potato,30
Pan Roasted Zucchini & Mushroom,20
Kerala Style Chakkakuru Mezhukkupuratti,55
Pepper Mushroom Stir Fry ,35
Oats Apple Phirni,15
Green Beans Poriyal  With Peanuts & Sesame,25
Jaggery Coffee Without Milk,12
Grain Free Chocolate Porridge,25
Corn Meal and Zucchini Muffin,35
Karwar Style Karatya Kismore,40
Fusion Spinach Parathas With Onion Tomato Salsa,50
Cheesy Potatoes,50
Avarekalu Masala Vada,90
Healthy Oats Waffles,15
Onion Raita,10
Capsicum Curry,60
Beetroot Carrot Tomato & Ginger Juice,20
Burnt Garlic Chicken Fried Rice,40
Onion Tomato Podi Masala Dosa,30
Falahari Rajgira Aloo Tikki  ,50
Kesar Elaichi Lassi,20
Paneer Makhani ,45
Ras El Hanout  ,35
Vazha Thandu Poriyal,40
Sutlac,50
Bhindi Masala Curry ,55
Coriander Tamarind Millet Rice,30
Potato Spinach Roulade  With Parmesan Cheese & Herbed Butter Sauc,100
Choco Berry Chia Parfait,30
North Indian Style Green Raw Papaya Curry,35
Andhra Chama Dampa Pulusu,40
Salt Bell Pudding,50
Cinnamon Spiced Black Lemon Tea,7
Masala Poha,30
Sindhi Karela Bhaji,40
Creamy Phirni,90
Sprouted Moong And Methi Pulao,30
Moroccan Roast Chicken with Apricots,140
Cheesy Kulcha Sandwich  With Ghee Roast Mushroom,65
Multigrain Paneer Dahi Vada,40
Bhindi Masala Gravy,50
Savory Shrimps On Skillet,28
Spiced Mulled Apple Juice,15
Herbed Cheesy Bun,100
Mexican Corn and Bell Pepper Tostadas,60
Mangalore Fish Curry,40
Banana Date Chocolate Chip Cake,55
"Lettuce, Apple And Carrot Salad With Chilli Dressing",15
Thai Style Vegetables & Raw Papaya Rice,50
Singhara Pulao,30
Hyderabadi Shahi Mixed Vegetable Curry,70
Red Rice Dosa,130
Buttered Green Beans,12
Chaal Kopi,45
Mochiko Dango,50
